#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 4.00	  6600	 0.0	 2.0	  22.22390	 -52.45990	  52.84260	 -19.14020	S2	L	s
 4.50	  6600	 0.0	 2.0	  17.56790	 -42.76620	  44.17840	 -16.31640	S2	L	s
 5.00	  6600	 0.0	 2.0	  13.67380	 -34.35570	  36.42450	 -13.71880	S2	L	s
 5.50	  6600	 0.0	 2.0	  12.24630	 -31.15040	  33.37370	 -12.66980	S2	L	s
 3.00	  6700	 0.0	 2.0	  10.49240	 -12.62430	   3.91160	   0.97790	S2	L	s
 3.50	  6700	 0.0	 2.0	  23.52440	 -51.49420	  48.77340	 -16.80600	S2	L	s
 4.00	  6700	 0.0	 2.0	  22.82920	 -53.90230	  54.28780	 -19.66140	S2	L	s
 4.50	  6700	 0.0	 2.0	  17.98350	 -43.74300	  45.14310	 -16.66010	S2	L	s
 5.00	  6700	 0.0	 2.0	  13.90650	 -34.91060	  36.97490	 -13.91540	S2	L	s
 5.50	  6700	 0.0	 2.0	  12.39030	 -31.52630	  33.77060	 -12.81870	S2	L	s
 3.00	  6800	 0.0	 2.0	   8.85400	  -7.95650	  -1.34170	   3.02600	S2	L	s
 3.50	  6800	 0.0	 2.0	  23.38770	 -50.73520	  47.67260	 -16.31340	S2	L	s
 4.00	  6800	 0.0	 2.0	  23.41880	 -55.27940	  55.64310	 -20.14220	S2	L	s
 4.50	  6800	 0.0	 2.0	  18.44660	 -44.82470	  46.20530	 -17.03620	S2	L	s
 5.00	  6800	 0.0	 2.0	  14.16740	 -35.52880	  37.58570	 -14.13310	S2	L	s
 5.50	  6800	 0.0	 2.0	  12.54680	 -31.93270	  34.19680	 -12.97750	S2	L	s
 3.00	  6900	 0.0	 2.0	   7.43570	  -3.94500	  -5.83560	   4.77240	S2	L	s
 3.50	  6900	 0.0	 2.0	  23.23430	 -49.94870	  46.55140	 -15.81530	S2	L	s
 4.00	  6900	 0.0	 2.0	  23.95590	 -56.46280	  56.75160	 -20.51980	S2	L	s
 4.50	  6900	 0.0	 2.0	  18.90800	 -45.89900	  47.25820	 -17.40860	S2	L	s
 5.00	  6900	 0.0	 2.0	  14.45550	 -36.20060	  38.23940	 -14.36240	S2	L	s
 5.50	  6900	 0.0	 2.0	  12.72030	 -32.38500	  34.67390	 -13.15630	S2	L	s
 3.00	  7000	 0.0	 2.0	   5.75330	   0.77050	 -11.08300	   6.80130	S2	L	s
 3.50	  7000	 0.0	 2.0	  22.86810	 -48.58470	  44.80120	 -15.07790	S2	L	s
 4.00	  7000	 0.0	 2.0	  24.42790	 -57.40480	  57.55120	 -20.76700	S2	L	s
 4.50	  7000	 0.0	 2.0	  19.41570	 -47.08320	  48.42200	 -17.82130	S2	L	s
 5.00	  7000	 0.0	 2.0	  14.80700	 -37.01380	  39.02790	 -14.63850	S2	L	s
 5.50	  7000	 0.0	 2.0	  12.90170	 -32.85360	  35.16550	 -13.33950	S2	L	s
 3.00	  7200	 0.0	 2.0	   3.27490	   7.69900	 -18.77980	   9.77310	S2	L	s
 3.50	  7200	 0.0	 2.0	  21.06390	 -42.84910	  37.93910	 -12.29570	S2	L	s
 4.00	  7200	 0.0	 2.0	  25.27840	 -58.92000	  58.66750	 -21.05550	S2	L	s
 4.50	  7200	 0.0	 2.0	  20.40900	 -49.41390	  50.72420	 -18.64130	S2	L	s
 5.00	  7200	 0.0	 2.0	  15.51770	 -38.64720	  40.60580	 -15.18950	S2	L	s
 5.50	  7200	 0.0	 2.0	  13.22030	 -33.67230	  36.02040	 -13.65720	S2	L	s
 3.00	  7400	 0.0	 2.0	   0.99560	  14.01690	 -25.75170	  12.45090	S2	L	s
 3.50	  7400	 0.0	 2.0	  19.50200	 -38.03640	  32.26910	 -10.01810	S2	L	s
 4.00	  7400	 0.0	 2.0	  26.16790	 -60.63620	  60.07090	 -21.47190	S2	L	s
 4.50	  7400	 0.0	 2.0	  21.42330	 -51.84010	  53.16020	 -19.52070	S2	L	s
 5.00	  7400	 0.0	 2.0	  16.25330	 -40.34800	  42.25990	 -15.77050	S2	L	s
 5.50	  7400	 0.0	 2.0	  13.48620	 -34.34540	  36.71160	 -13.90960	S2	L	s
 3.00	  7600	 0.0	 2.0	  -0.54410	  18.28560	 -30.46220	  14.25950	S2	L	s
 3.50	  7600	 0.0	 2.0	  17.76910	 -32.87580	  26.30260	  -7.64970	S2	L	s
 4.00	  7600	 0.0	 2.0	  26.67340	 -61.37190	  60.44100	 -21.50250	S2	L	s
 4.50	  7600	 0.0	 2.0	  22.43430	 -54.29550	  55.65570	 -20.43040	S2	L	s
 5.00	  7600	 0.0	 2.0	  16.99310	 -42.09190	  43.98420	 -16.38480	S2	L	s
 5.50	  7600	 0.0	 2.0	  13.72940	 -34.96000	  37.34460	 -14.14260	S2	L	s
 3.00	  7800	 0.0	 2.0	  -2.08710	  22.51900	 -35.09310	  16.02480	S2	L	s
 3.50	  7800	 0.0	 2.0	  16.64490	 -29.52290	  22.42190	  -6.10880	S2	L	s
 4.00	  7800	 0.0	 2.0	  26.42570	 -59.78210	  58.06540	 -20.42620	S2	L	s
 4.50	  7800	 0.0	 2.0	  23.45020	 -56.67510	  58.00740	 -21.26880	S2	L	s
 5.00	  7800	 0.0	 2.0	  17.69170	 -43.76900	  45.66860	 -16.99250	S2	L	s
 5.50	  7800	 0.0	 2.0	  13.96380	 -35.54650	  37.94390	 -14.36180	S2	L	s
 3.00	  8000	 0.0	 2.0	  -3.50450	  26.39940	 -39.33150	  17.63880	S2	L	s
 3.50	  8000	 0.0	 2.0	  15.43930	 -26.00270	  18.39880	  -4.52410	S2	L	s
 4.00	  8000	 0.0	 2.0	  26.36600	 -59.08320	  56.92670	 -19.89280	S2	L	s
 4.50	  8000	 0.0	 2.0	  24.62950	 -59.04390	  60.03490	 -21.90060	S2	L	s
 5.00	  8000	 0.0	 2.0	  18.44220	 -45.60040	  47.53300	 -17.67280	S2	L	s
 5.50	  8000	 0.0	 2.0	  14.20490	 -36.14400	  38.55090	 -14.58290	S2	L	s
 3.00	  8200	 0.0	 2.0	  -4.65060	  29.52290	 -42.72840	  18.92720	S2	L	s
 3.50	  8200	 0.0	 2.0	  13.97460	 -21.76910	  13.59390	  -2.64110	S2	L	s
 4.00	  8200	 0.0	 2.0	  26.13940	 -58.10030	  55.59190	 -19.31380	S2	L	s
 4.50	  8200	 0.0	 2.0	  25.81560	 -61.49340	  62.19620	 -22.59600	S2	L	s
 5.00	  8200	 0.0	 2.0	  19.16400	 -47.37160	  49.34400	 -18.33570	S2	L	s
 5.50	  8200	 0.0	 2.0	  14.45820	 -36.76170	  39.17030	 -14.80580	S2	L	s
 3.00	  8400	 0.0	 2.0	  -5.86940	  32.82200	 -46.29660	  20.27450	S2	L	s
 3.50	  8400	 0.0	 2.0	  13.04820	 -19.07660	  10.52640	  -1.43590	S2	L	s
 4.00	  8400	 0.0	 2.0	  25.41540	 -55.64680	  52.56500	 -18.06480	S2	L	s
 4.50	  8400	 0.0	 2.0	  26.63680	 -63.31440	  63.91420	 -23.18500	S2	L	s
 5.00	  8400	 0.0	 2.0	  19.86160	 -49.06900	  51.06810	 -18.96360	S2	L	s
 5.50	  8400	 0.0	 2.0	  14.72500	 -37.40240	  39.80590	 -15.03260	S2	L	s
 3.00	  8600	 0.0	 2.0	  -6.66440	  34.97800	 -48.63080	  21.15630	S2	L	s
 3.50	  8600	 0.0	 2.0	  12.52600	 -17.54520	   8.77170	  -0.74440	S2	L	s
 4.00	  8600	 0.0	 2.0	  24.88150	 -53.83800	  50.33150	 -17.14250	S2	L	s
 4.50	  8600	 0.0	 2.0	  27.15460	 -64.45510	  64.98120	 -23.54800	S2	L	s
 5.00	  8600	 0.0	 2.0	  20.75760	 -51.06830	  52.96190	 -19.61450	S2	L	s
 5.50	  8600	 0.0	 2.0	  14.99520	 -38.04120	  40.43250	 -15.25410	S2	L	s
 3.00	  8800	 0.0	 2.0	  -7.47700	  37.17420	 -51.00280	  22.05080	S2	L	s
 3.50	  8800	 0.0	 2.0	  11.83860	 -15.56450	   6.52770	   0.13340	S2	L	s
 4.00	  8800	 0.0	 2.0	  24.66780	 -53.04820	  49.31680	 -16.71490	S2	L	s
 4.50	  8800	 0.0	 2.0	  27.42710	 -64.85390	  65.18110	 -23.56440	S2	L	s
 5.00	  8800	 0.0	 2.0	  21.73290	 -53.18200	  54.91180	 -20.26950	S2	L	s
 5.50	  8800	 0.0	 2.0	  15.22840	 -38.58870	  40.96470	 -15.44220	S2	L	s
 3.00	  9000	 0.0	 2.0	  -8.39780	  39.62820	 -53.62290	  23.02990	S2	L	s
 3.50	  9000	 0.0	 2.0	  11.07930	 -13.39340	   4.08040	   1.08770	S2	L	s
 4.00	  9000	 0.0	 2.0	  24.57420	 -52.66630	  48.80530	 -16.49470	S2	L	s
 4.50	  9000	 0.0	 2.0	  27.58750	 -64.88270	  64.92810	 -23.39310	S2	L	s
 5.00	  9000	 0.0	 2.0	  22.78690	 -55.52740	  57.12990	 -21.03070	S2	L	s
 5.50	  9000	 0.0	 2.0	  15.58970	 -39.40940	  41.74420	 -15.70990	S2	L	s
 3.00	  9200	 0.0	 2.0	  -9.67250	  43.00650	 -57.21370	  24.36720	S2	L	s
 3.50	  9200	 0.0	 2.0	  10.23200	 -10.98500	   1.37610	   2.13970	S2	L	s
 4.00	  9200	 0.0	 2.0	  24.47320	 -52.28240	  48.30450	 -16.28170	S2	L	s
 4.50	  9200	 0.0	 2.0	  27.70100	 -64.89220	  64.72900	 -23.26200	S2	L	s
 5.00	  9200	 0.0	 2.0	  23.40160	 -56.93990	  58.50110	 -21.51190	S2	L	s
 5.50	  9200	 0.0	 2.0	  16.15140	 -40.66800	  42.93420	 -16.11730	S2	L	s
 3.00	  9400	 0.0	 2.0	 -11.03560	  46.58910	 -60.99420	  25.76650	S2	L	s
 3.50	  9400	 0.0	 2.0	   9.37800	  -8.57440	  -1.31700	   3.18360	S2	L	s
 4.00	  9400	 0.0	 2.0	  24.19620	 -51.38710	  47.22190	 -15.84010	S2	L	s
 4.50	  9400	 0.0	 2.0	  27.81810	 -64.98800	  64.67810	 -23.20220	S2	L	s
 5.00	  9400	 0.0	 2.0	  23.78640	 -57.84440	  59.39350	 -21.82920	S2	L	s
 5.50	  9400	 0.0	 2.0	  16.78630	 -42.10610	  44.30980	 -16.59300	S2	L	s
 3.00	  9600	 0.0	 2.0	 -12.87200	  51.37270	 -66.00230	  27.60790	S2	L	s
 3.50	  9600	 0.0	 2.0	   8.39720	  -5.82690	  -4.37120	   4.36350	S2	L	s
 4.00	  9600	 0.0	 2.0	  23.68020	 -49.80080	  45.35540	 -15.09070	S2	L	s
 4.50	  9600	 0.0	 2.0	  27.91940	 -65.09540	  64.67660	 -23.17050	S2	L	s
 5.00	  9600	 0.0	 2.0	  24.07050	 -58.52160	  60.06870	 -22.07130	S2	L	s
 5.50	  9600	 0.0	 2.0	  17.35180	 -43.40510	  45.56960	 -17.03450	S2	L	s
 3.00	  9800	 0.0	 2.0	 -14.75000	  56.20530	 -71.00430	  29.42850	S2	L	s
 3.50	  9800	 0.0	 2.0	   6.91820	  -1.72250	  -8.90200	   6.10480	S2	L	s
 4.00	  9800	 0.0	 2.0	  22.94480	 -47.56030	  42.73400	 -14.04200	S2	L	s
 4.50	  9800	 0.0	 2.0	  28.01840	 -65.21330	  64.69950	 -23.15150	S2	L	s
 5.00	  9800	 0.0	 2.0	  24.30180	 -59.07780	  60.62690	 -22.27270	S2	L	s
 5.50	  9800	 0.0	 2.0	  17.80870	 -44.46300	  46.60200	 -17.39810	S2	L	s
 3.00	 10000	 0.0	 2.0	 -16.75240	  61.30750	 -76.23470	  31.31520	S2	L	s
 3.50	 10000	 0.0	 2.0	   5.33640	   2.65330	 -13.72130	   7.95370	S2	L	s
 4.00	 10000	 0.0	 2.0	  22.23340	 -45.38960	  40.19200	 -13.02480	S2	L	s
 4.50	 10000	 0.0	 2.0	  28.11150	 -65.34700	  64.76160	 -23.15350	S2	L	s
 5.00	 10000	 0.0	 2.0	  24.50130	 -59.55500	  61.10440	 -22.44450	S2	L	s
 5.50	 10000	 0.0	 2.0	  18.20430	 -45.38560	  47.50890	 -17.71950	S2	L	s
 3.00	  5000	 0.0	 2.0	  19.86940	 -42.05650	  38.81410	 -13.08290	S3	L	s
 3.50	  5000	 0.0	 2.0	  20.97380	 -48.31070	  47.82080	 -17.08840	S3	L	s
 4.00	  5000	 0.0	 2.0	  18.19320	 -43.59940	  44.54640	 -16.31580	S3	L	s
 4.50	  5000	 0.0	 2.0	  14.94660	 -36.73410	  38.32540	 -14.26330	S3	L	s
 5.00	  5000	 0.0	 2.0	  12.36920	 -31.24620	  33.34080	 -12.61930	S3	L	s
 5.50	  5000	 0.0	 2.0	  11.40650	 -28.95720	  31.04860	 -11.79450	S3	L	s
 3.00	  5100	 0.0	 2.0	  19.71660	 -41.47540	  38.05980	 -12.76340	S3	L	s
 3.50	  5100	 0.0	 2.0	  21.10940	 -48.57240	  48.02910	 -17.14780	S3	L	s
 4.00	  5100	 0.0	 2.0	  18.35660	 -43.94270	  44.84870	 -16.41280	S3	L	s
 4.50	  5100	 0.0	 2.0	  15.09190	 -37.09370	  38.69040	 -14.39610	S3	L	s
 5.00	  5100	 0.0	 2.0	  12.45240	 -31.46460	  33.56930	 -12.70430	S3	L	s
 5.50	  5100	 0.0	 2.0	  11.49020	 -29.17790	  31.28040	 -11.88100	S3	L	s
 3.00	  5200	 0.0	 2.0	  19.58760	 -40.96400	  37.38390	 -12.47420	S3	L	s
 3.50	  5200	 0.0	 2.0	  21.21530	 -48.73070	  48.10780	 -17.15350	S3	L	s
 4.00	  5200	 0.0	 2.0	  18.49560	 -44.21580	  45.07070	 -16.47800	S3	L	s
 4.50	  5200	 0.0	 2.0	  15.21560	 -37.40010	  39.00070	 -14.50890	S3	L	s
 5.00	  5200	 0.0	 2.0	  12.52680	 -31.66140	  33.77610	 -12.78160	S3	L	s
 5.50	  5200	 0.0	 2.0	  11.56140	 -29.36840	  31.48170	 -11.95610	S3	L	s
 3.00	  5300	 0.0	 2.0	  19.45140	 -40.43020	  36.68190	 -12.17430	S3	L	s
 3.50	  5300	 0.0	 2.0	  21.30040	 -48.82070	  48.10390	 -17.12530	S3	L	s
 4.00	  5300	 0.0	 2.0	  18.63180	 -44.47680	  45.27650	 -16.53620	S3	L	s
 4.50	  5300	 0.0	 2.0	  15.33280	 -37.68990	  39.29380	 -14.61530	S3	L	s
 5.00	  5300	 0.0	 2.0	  12.59420	 -31.83990	  33.96360	 -12.85170	S3	L	s
 5.50	  5300	 0.0	 2.0	  11.62040	 -29.52340	  31.64510	 -12.01760	S3	L	s
 3.00	  5400	 0.0	 2.0	  19.36430	 -40.00530	  36.08440	 -11.91120	S3	L	s
 3.50	  5400	 0.0	 2.0	  21.39650	 -48.92880	  48.11280	 -17.10040	S3	L	s
 4.00	  5400	 0.0	 2.0	  18.77170	 -44.74930	  45.49600	 -16.59990	S3	L	s
 4.50	  5400	 0.0	 2.0	  15.45890	 -38.00450	  39.61620	 -14.73390	S3	L	s
 5.00	  5400	 0.0	 2.0	  12.66290	 -32.02110	  34.15410	 -12.92300	S3	L	s
 5.50	  5400	 0.0	 2.0	  11.68870	 -29.70990	  31.84530	 -12.09360	S3	L	s
 3.00	  5500	 0.0	 2.0	  19.34550	 -39.72590	  35.61930	 -11.69200	S3	L	s
 3.50	  5500	 0.0	 2.0	  21.52310	 -49.10420	  48.18620	 -17.09800	S3	L	s
 4.00	  5500	 0.0	 2.0	  18.94230	 -45.09500	  45.78970	 -16.69050	S3	L	s
 4.50	  5500	 0.0	 2.0	  15.58510	 -38.31810	  39.93550	 -14.85020	S3	L	s
 5.00	  5500	 0.0	 2.0	  12.73340	 -32.20780	  34.35010	 -12.99610	S3	L	s
 5.50	  5500	 0.0	 2.0	  11.75290	 -29.88500	  32.03260	 -12.16450	S3	L	s
 3.00	  5600	 0.0	 2.0	  19.35060	 -39.50510	  35.21670	 -11.49680	S3	L	s
 3.50	  5600	 0.0	 2.0	  21.68490	 -49.36890	  48.35330	 -17.13050	S3	L	s
 4.00	  5600	 0.0	 2.0	  19.13110	 -45.49050	  46.13830	 -16.80230	S3	L	s
 4.50	  5600	 0.0	 2.0	  15.71550	 -38.64100	  40.26310	 -14.96920	S3	L	s
 5.00	  5600	 0.0	 2.0	  12.80420	 -32.39560	  34.54780	 -13.07010	S3	L	s
 5.50	  5600	 0.0	 2.0	  11.81140	 -30.04290	  32.19640	 -12.22420	S3	L	s
 3.00	  5700	 0.0	 2.0	  19.33310	 -39.22670	  34.75250	 -11.27810	S3	L	s
 3.50	  5700	 0.0	 2.0	  21.88540	 -49.73580	  48.63040	 -17.20450	S3	L	s
 4.00	  5700	 0.0	 2.0	  19.38550	 -46.05560	  46.66570	 -16.98120	S3	L	s
 4.50	  5700	 0.0	 2.0	  15.85640	 -38.99020	  40.61820	 -15.09830	S3	L	s
 5.00	  5700	 0.0	 2.0	  12.88070	 -32.59840	  34.76110	 -13.14960	S3	L	s
 5.50	  5700	 0.0	 2.0	  11.87110	 -30.20440	  32.36830	 -12.28920	S3	L	s
 3.00	  5800	 0.0	 2.0	  19.29170	 -38.86860	  34.19060	 -11.01910	S3	L	s
 3.50	  5800	 0.0	 2.0	  22.15400	 -50.27710	  49.09300	 -17.34860	S3	L	s
 4.00	  5800	 0.0	 2.0	  19.64160	 -46.63330	  47.21470	 -17.17000	S3	L	s
 4.50	  5800	 0.0	 2.0	  16.02130	 -39.39630	  41.02960	 -15.24750	S3	L	s
 5.00	  5800	 0.0	 2.0	  12.97240	 -32.83940	  35.01430	 -13.24400	S3	L	s
 5.50	  5800	 0.0	 2.0	  11.94030	 -30.39210	  32.56920	 -12.36530	S3	L	s
 3.00	  5900	 0.0	 2.0	  19.16740	 -38.27770	  33.36880	 -10.65930	S3	L	s
 3.50	  5900	 0.0	 2.0	  22.47590	 -50.94580	  49.68430	 -17.53940	S3	L	s
 4.00	  5900	 0.0	 2.0	  19.94610	 -47.33480	  47.89460	 -17.40820	S3	L	s
 4.50	  5900	 0.0	 2.0	  16.21220	 -39.86720	  41.50810	 -15.42140	S3	L	s
 5.00	  5900	 0.0	 2.0	  13.08150	 -33.12470	  35.31440	 -13.35610	S3	L	s
 5.50	  5900	 0.0	 2.0	  12.01940	 -30.60660	  32.79970	 -12.45300	S3	L	s
 3.00	  6000	 0.0	 2.0	  18.93060	 -37.36570	  32.18370	 -10.15700	S3	L	s
 3.50	  6000	 0.0	 2.0	  22.86800	 -51.77980	  50.43950	 -17.78900	S3	L	s
 4.00	  6000	 0.0	 2.0	  20.28740	 -48.12930	  48.67300	 -17.68360	S3	L	s
 4.50	  6000	 0.0	 2.0	  16.46020	 -40.47800	  42.12790	 -15.64660	S3	L	s
 5.00	  6000	 0.0	 2.0	  13.21240	 -33.46600	  35.66990	 -13.48680	S3	L	s
 5.50	  6000	 0.0	 2.0	  12.10580	 -30.83960	  33.05030	 -12.54830	S3	L	s
 3.00	  6100	 0.0	 2.0	  18.58930	 -36.16500	  30.67940	  -9.53190	S3	L	s
 3.50	  6100	 0.0	 2.0	  23.23510	 -52.54640	  51.12230	 -18.01140	S3	L	s
 4.00	  6100	 0.0	 2.0	  20.68520	 -49.06850	  49.60250	 -18.01450	S3	L	s
 4.50	  6100	 0.0	 2.0	  16.70710	 -41.08040	  42.73750	 -15.86790	S3	L	s
 5.00	  6100	 0.0	 2.0	  13.36650	 -33.86400	  36.08840	 -13.64380	S3	L	s
 5.50	  6100	 0.0	 2.0	  12.21400	 -31.12980	  33.36180	 -12.66660	S3	L	s
 3.00	  6200	 0.0	 2.0	  18.08640	 -34.49180	  28.63430	  -8.69320	S3	L	s
 3.50	  6200	 0.0	 2.0	  23.61340	 -53.32760	  51.80990	 -18.23260	S3	L	s
 4.00	  6200	 0.0	 2.0	  21.08150	 -49.99430	  50.51490	 -18.33970	S3	L	s
 4.50	  6200	 0.0	 2.0	  16.97160	 -41.72260	  43.38590	 -16.10300	S3	L	s
 5.00	  6200	 0.0	 2.0	  13.51980	 -34.25680	  36.49880	 -13.79670	S3	L	s
 5.50	  6200	 0.0	 2.0	  12.33460	 -31.45210	  33.70780	 -12.79810	S3	L	s
 3.00	  6300	 0.0	 2.0	  17.41850	 -32.35530	  26.07070	  -7.65270	S3	L	s
 3.50	  6300	 0.0	 2.0	  24.00150	 -54.11420	  52.48930	 -18.44700	S3	L	s
 4.00	  6300	 0.0	 2.0	  21.52390	 -51.03750	  51.54860	 -18.70890	S3	L	s
 4.50	  6300	 0.0	 2.0	  17.24420	 -42.38120	  44.04800	 -16.34220	S3	L	s
 5.00	  6300	 0.0	 2.0	  13.67490	 -34.65220	  36.91000	 -13.94910	S3	L	s
 5.50	  6300	 0.0	 2.0	  12.47390	 -31.82610	  34.10630	 -12.94800	S3	L	s
 3.00	  6400	 0.0	 2.0	  16.28960	 -28.91430	  22.04380	  -6.04240	S3	L	s
 3.50	  6400	 0.0	 2.0	  24.40300	 -54.90800	  53.15620	 -18.65130	S3	L	s
 4.00	  6400	 0.0	 2.0	  22.01910	 -52.20720	  52.71020	 -19.12460	S3	L	s
 4.50	  6400	 0.0	 2.0	  17.54120	 -43.09190	  44.75710	 -16.59680	S3	L	s
 5.00	  6400	 0.0	 2.0	  13.85230	 -35.10360	  37.37750	 -14.12180	S3	L	s
 5.50	  6400	 0.0	 2.0	  12.60760	 -32.18220	  34.48840	 -13.09370	S3	L	s
 3.00	  6500	 0.0	 2.0	  14.90970	 -24.84330	  17.36640	  -4.19340	S3	L	s
 3.50	  6500	 0.0	 2.0	  24.76790	 -55.54840	  53.61820	 -18.76720	S3	L	s
 4.00	  6500	 0.0	 2.0	  22.59360	 -53.56570	  54.06200	 -19.60910	S3	L	s
 4.50	  6500	 0.0	 2.0	  17.87160	 -43.87730	  45.53780	 -16.87610	S3	L	s
 5.00	  6500	 0.0	 2.0	  13.99720	 -35.45860	  37.73660	 -14.25220	S3	L	s
 5.50	  6500	 0.0	 2.0	  12.73750	 -32.52580	  34.85310	 -13.23090	S3	L	s
 3.00	  6600	 0.0	 2.0	  13.47260	 -20.64630	  12.57040	  -2.30390	S3	L	s
 3.50	  6600	 0.0	 2.0	  24.93110	 -55.60410	  53.41430	 -18.62090	S3	L	s
 4.00	  6600	 0.0	 2.0	  23.18280	 -54.95730	  55.44560	 -20.10450	S3	L	s
 4.50	  6600	 0.0	 2.0	  18.22620	 -44.71270	  46.36290	 -17.16980	S3	L	s
 5.00	  6600	 0.0	 2.0	  14.16420	 -35.86740	  38.14860	 -14.40100	S3	L	s
 5.50	  6600	 0.0	 2.0	  12.86160	 -32.85340	  35.20010	 -13.36110	S3	L	s
 3.00	  6700	 0.0	 2.0	  11.71360	 -15.60200	   6.87120	  -0.07580	S3	L	s
 3.50	  6700	 0.0	 2.0	  24.83230	 -54.91850	  52.37700	 -18.14920	S3	L	s
 4.00	  6700	 0.0	 2.0	  23.74900	 -56.29600	  56.77960	 -20.58330	S3	L	s
 4.50	  6700	 0.0	 2.0	  18.59450	 -45.56610	  47.19590	 -17.46350	S3	L	s
 5.00	  6700	 0.0	 2.0	  14.33980	 -36.28680	  38.56430	 -14.54930	S3	L	s
 5.50	  6700	 0.0	 2.0	  12.98250	 -33.16780	  35.53100	 -13.48480	S3	L	s
 3.00	  6800	 0.0	 2.0	   9.89770	 -10.44640	   1.08270	   2.17760	S3	L	s
 3.50	  6800	 0.0	 2.0	  24.59130	 -53.84980	  50.91980	 -17.51560	S3	L	s
 4.00	  6800	 0.0	 2.0	  24.32360	 -57.65600	  58.13420	 -21.06890	S3	L	s
 4.50	  6800	 0.0	 2.0	  19.01000	 -46.51960	  48.11940	 -17.78690	S3	L	s
 5.00	  6800	 0.0	 2.0	  14.53380	 -36.74020	  39.00570	 -14.70430	S3	L	s
 5.50	  6800	 0.0	 2.0	  13.10850	 -33.49510	  35.87470	 -13.61320	S3	L	s
 3.00	  6900	 0.0	 2.0	   8.48320	  -6.44410	  -3.40210	   3.92100	S3	L	s
 3.50	  6900	 0.0	 2.0	  24.30520	 -52.66450	  49.33860	 -16.83560	S3	L	s
 4.00	  6900	 0.0	 2.0	  24.85640	 -58.88190	  59.32850	 -21.48980	S3	L	s
 4.50	  6900	 0.0	 2.0	  19.42810	 -47.46890	  49.03170	 -18.10430	S3	L	s
 5.00	  6900	 0.0	 2.0	  14.75510	 -37.24900	  39.49520	 -14.87450	S3	L	s
 5.50	  6900	 0.0	 2.0	  13.24430	 -33.84640	  36.24320	 -13.75060	S3	L	s
 3.00	  7000	 0.0	 2.0	   6.89700	  -1.99730	  -8.35230	   5.83590	S3	L	s
 3.50	  7000	 0.0	 2.0	  23.98780	 -51.44280	  47.75160	 -16.16250	S3	L	s
 4.00	  7000	 0.0	 2.0	  25.33500	 -59.90490	  60.26300	 -21.80130	S3	L	s
 4.50	  7000	 0.0	 2.0	  19.90050	 -48.53940	  50.05980	 -18.46180	S3	L	s
 5.00	  7000	 0.0	 2.0	  15.03970	 -37.89010	  40.10250	 -15.08270	S3	L	s
 5.50	  7000	 0.0	 2.0	  13.39090	 -34.22020	  36.63190	 -13.89450	S3	L	s
 3.00	  7200	 0.0	 2.0	   4.20890	   5.50560	 -16.67740	   9.04820	S3	L	s
 3.50	  7200	 0.0	 2.0	  22.22950	 -45.85610	  41.07290	 -13.45610	S3	L	s
 4.00	  7200	 0.0	 2.0	  26.13060	 -61.28430	  61.24440	 -22.04200	S3	L	s
